id_cliente,idade,nivel_educacao,geracao,possui_parceiro,qts_criancas,responde_campanha,salario_anual,salario_mensal,preferência,n_compras,ultima_compra,total_gasto,produto_mais_compra,,R,F,M,,R_SCORE,F_SCORE,M_SCORE,MÉDIA_F_M,SEGMENTAÇÃO
843,54,Grado o superior,Geração X,SIM,1,NÃO,"$64.722,00","$5.393,50",loja física,19,2022-12-07,"$805,00",VINHO,,24,19,"$805,00",,4,4,3,"3,5",Leais de Ouro
4174,69,Posgrado,Baby Boomers,SIM,1,NÃO,"$55.249,00","$4.604,08",loja física,6,2022-12-12,"$130,00",VINHO,,19,6,"$130,00",,4,2,2,2,Potenciais de Ouro
9757,53,Grado o superior,Geração X,SIM,0,NÃO,"$84.906,00","$7.075,50",loja física,17,2022-10-12,"$1.631,00",VINHO,,79,17,"$1.631,00",,3,4,4,4,Promissores
6918,36,Grado o superior,Millennials,SIM,1,NÃO,"$28.691,00","$2.390,92",loja física,4,2022-03-28,"$34,00",CARNES,,273,4,"$34,00",,1,1,1,1,Hibernando
286,73,Grado o superior,Baby Boomers,NÂO,2,NÃO,"$44.213,00","$3.684,42",loja física,7,2022-09-19,"$152,00",VINHO,,102,7,"$152,00",,3,2,2,2,Promissores
11086,41,Secundaria,Millennials,NÂO,1,NÃO,"$25.707,00","$2.142,25",loja física,4,2022-09-08,"$21,00",FRUTAS,,113,4,"$21,00",,3,1,1,1,Hibernando
1921,58,Posgrado,Geração X,SIM,3,NÃO,"$59.062,00","$4.921,83",loja física,5,2022-03-07,"$71,00",VINHO,,294,5,"$71,00",,1,1,2,"1,5",Hibernando
4138,63,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$76.624,00","$6.385,33",loja física,12,2022-12-13,"$899,00",VINHO,,18,12,"$899,00",,4,3,3,3,Potenciais de Ouro
7718,78,Posgrado,Baby Boomers,SIM,0,NÃO,"$66.000,00","$5.500,00",loja física,6,2022-12-26,"$711,00",CARNES,,5,6,"$711,00",,4,2,3,"2,5",Potenciais de Ouro
1291,47,Posgrado,Geração X,SIM,1,NÃO,"$27.683,00","$2.306,92",loja online,10,2021-11-21,"$351,00",VINHO,,400,10,"$351,00",,1,2,2,2,Precisam de Atenção
4136,33,Secundaria,Millennials,NÂO,1,NÃO,"$7.500,00","$625,00",loja online,5,2021-11-30,"$119,00",OUTROS,,390,5,"$119,00",,1,1,2,"1,5",Hibernando
4298,52,Posgrado,Geração X,SIM,1,NÃO,"$20.427,00","$1.702,25",loja física,3,2022-10-17,"$10,00",VINHO,,74,3,"$10,00",,3,1,1,1,Hibernando
10833,50,Grado o superior,Geração X,SIM,1,NÃO,"$65.106,00","$5.425,50",loja física,21,2022-12-27,"$973,00",VINHO,,4,21,"$973,00",,4,4,3,"3,5",Leais de Ouro
9606,60,Posgrado,Geração X,SIM,0,SIM,"$69.969,00","$5.830,75",loja física,10,2022-07-19,"$1.536,00",VINHO,,162,10,"$1.536,00",,2,2,4,3,Precisam de Atenção
8534,73,Grado o superior,Baby Boomers,SIM,2,NÃO,"$67.433,00","$5.619,42",loja física,19,2022-09-20,"$992,00",VINHO,,101,19,"$992,00",,3,4,3,"3,5",Promissores
5153,58,Posgrado,Geração X,SIM,1,SIM,"$77.766,00","$6.480,50",loja online,22,2022-07-01,"$1.529,00",VINHO,,180,22,"$1.529,00",,2,4,4,4,Precisam de Atenção
961,53,Grado o superior,Geração X,SIM,1,NÃO,"$74.716,00","$6.226,33",loja online,12,2022-06-21,"$860,00",CARNES,,190,12,"$860,00",,2,3,3,3,Precisam de Atenção
5011,62,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$68.118,00","$5.676,50",loja online,12,2022-06-11,"$928,00",VINHO,,200,12,"$928,00",,2,3,3,3,Precisam de Atenção
6653,55,Posgrado,Geração X,SIM,2,SIM,"$55.158,00","$4.596,50",loja online,12,2022-08-19,"$418,00",VINHO,,132,12,"$418,00",,2,3,3,3,Precisam de Atenção
9094,70,Secundaria,Baby Boomers,SIM,1,SIM,"$62.972,00","$5.247,67",loja online,10,2022-01-02,"$587,00",VINHO,,359,10,"$587,00",,1,2,3,"2,5",Precisam de Atenção
810,50,Grado o superior,Geração X,SIM,1,NÃO,"$74.190,00","$6.182,50",loja física,15,2022-12-30,"$641,00",PEIXES,,0,15,"$641,00",,4,4,3,"3,5",Leais de Ouro
5493,49,Grado o superior,Geração X,SIM,2,NÃO,"$39.356,00","$3.279,67",loja física,3,2022-08-03,"$23,00",VINHO,,148,3,"$23,00",,2,1,1,1,Hibernando
2147,56,Grado o superior,Geração X,SIM,0,NÃO,"$76.653,00","$6.387,75",loja física,15,2022-11-28,"$2.279,00",CARNES,,33,15,"$2.279,00",,4,4,4,4,Leais de Ouro
5107,52,Posgrado,Geração X,NÂO,2,NÃO,"$35.860,00","$2.988,33",loja física,3,2022-07-06,"$49,00",OUTROS,,175,3,"$49,00",,2,1,1,1,Hibernando
3979,42,Posgrado,Millennials,NÂO,0,SIM,"$90.687,00","$7.557,25",loja física,14,2022-08-26,"$1.779,00",VINHO,,125,14,"$1.779,00",,3,3,4,"3,5",Promissores
6049,43,Posgrado,Millennials,SIM,0,NÃO,"$73.450,00","$6.120,83",loja física,18,2022-12-22,"$1.804,00",VINHO,,9,18,"$1.804,00",,4,4,4,4,Leais de Ouro
8147,65,Grado o superior,Baby Boomers,SIM,2,NÃO,"$31.454,00","$2.621,17",loja física,5,2022-07-09,"$48,00",VINHO,,172,5,"$48,00",,2,1,1,1,Hibernando
1857,73,Grado o superior,Baby Boomers,NÂO,2,SIM,"$47.139,00","$3.928,25",loja online,4,2022-11-27,"$83,00",VINHO,,34,4,"$83,00",,4,1,2,"1,5",Recém-Chegados
3910,50,Grado o superior,Geração X,NÂO,0,SIM,"$83.829,00","$6.985,75",loja física,10,2022-09-02,"$1.862,00",VINHO,,119,10,"$1.862,00",,3,2,4,3,Promissores
5207,62,Posgrado,Baby Boomers,SIM,2,SIM,"$53.378,00","$4.448,17",loja online,15,2022-07-16,"$793,00",VINHO,,165,15,"$793,00",,2,4,3,"3,5",Precisam de Atenção
11114,55,Grado o superior,Geração X,SIM,1,NÃO,"$19.656,00","$1.638,00",loja física,5,2021-06-22,"$84,00",OUTROS,,549,5,"$84,00",,1,1,2,"1,5",Hibernando
5429,77,Posgrado,Baby Boomers,SIM,1,NÃO,"$45.579,00","$3.798,25",loja online,8,2022-09-13,"$183,00",VINHO,,108,8,"$183,00",,3,2,2,2,Promissores
9400,67,Secundaria,Baby Boomers,NÂO,0,NÃO,"$85.485,00","$7.123,75",loja online,12,2022-12-26,"$1.383,00",VINHO,,5,12,"$1.383,00",,4,3,4,"3,5",Leais de Ouro
1740,81,Grado o superior,Pré-Boomers,SIM,0,NÃO,"$55.956,00","$4.663,00",loja online,11,2022-12-06,"$999,00",VINHO,,25,11,"$999,00",,4,3,3,3,Potenciais de Ouro
7488,62,Posgrado,Baby Boomers,NÂO,1,NÃO,"$64.191,00","$5.349,25",loja física,18,2022-08-15,"$825,00",VINHO,,136,18,"$825,00",,2,4,3,"3,5",Precisam de Atenção
195,53,Grado o superior,Geração X,NÂO,1,SIM,"$38.808,00","$3.234,00",loja online,9,2022-10-17,"$246,00",VINHO,,74,9,"$246,00",,3,2,2,2,Promissores
635,59,Posgrado,Geração X,SIM,2,NÃO,"$57.183,00","$4.765,25",loja online,16,2022-09-01,"$610,00",VINHO,,120,16,"$610,00",,3,4,3,"3,5",Promissores
7527,57,Posgrado,Geração X,NÂO,1,NÃO,"$23.748,00","$1.979,00",loja física,5,2021-10-17,"$76,00",CARNES,,434,5,"$76,00",,1,1,2,"1,5",Hibernando
10319,54,Grado o superior,Geração X,SIM,1,NÃO,"$66.303,00","$5.525,25",loja física,14,2022-07-31,"$1.286,00",VINHO,,150,14,"$1.286,00",,2,3,4,"3,5",Precisam de Atenção
2296,50,Posgrado,Geração X,SIM,1,NÃO,"$37.368,00","$3.114,00",loja física,3,2021-12-29,"$30,00",CARNES,,362,3,"$30,00",,1,1,1,1,Hibernando
10637,61,Grado o superior,Baby Boomers,SIM,3,NÃO,"$40.800,00","$3.400,00",loja online,6,2022-09-17,"$99,00",DOCES,,104,6,"$99,00",,3,2,2,2,Promissores
2931,47,Grado o superior,Geração X,NÂO,0,NÃO,"$71.847,00","$5.987,25",loja física,15,2022-03-30,"$1.192,00",VINHO,,270,15,"$1.192,00",,1,4,4,4,Precisam de Atenção
907,50,Grado o superior,Geração X,SIM,1,NÃO,"$46.149,00","$3.845,75",loja física,12,2022-11-19,"$362,00",VINHO,,42,12,"$362,00",,4,3,2,"2,5",Potenciais de Ouro
3698,42,Grado o superior,Millennials,SIM,0,SIM,"$78.687,00","$6.557,25",loja física,12,2022-03-04,"$2.130,00",VINHO,,297,12,"$2.130,00",,1,3,4,"3,5",Precisam de Atenção
9516,54,Secundaria,Geração X,NÂO,0,SIM,"$49.118,00","$4.093,17",loja física,19,2022-05-20,"$1.229,00",VINHO,,221,19,"$1.229,00",,2,4,4,4,Precisam de Atenção
679,68,Posgrado,Baby Boomers,SIM,2,NÃO,"$37.633,00","$3.136,08",loja física,4,2021-06-03,"$38,00",CARNES,,568,4,"$38,00",,1,1,1,1,Hibernando
7384,74,Posgrado,Baby Boomers,SIM,0,NÃO,"$39.767,00","$3.313,92",loja online,14,2022-06-10,"$485,00",CARNES,,201,14,"$485,00",,2,3,3,3,Precisam de Atenção
5043,74,Secundaria,Baby Boomers,SIM,0,NÃO,"$26.997,00","$2.249,75",loja física,9,2022-08-11,"$434,00",OUTROS,,140,9,"$434,00",,2,2,3,"2,5",Precisam de Atenção
5267,55,Grado o superior,Geração X,NÂO,1,NÃO,"$33.986,00","$2.832,17",loja física,4,2021-06-04,"$44,00",CARNES,,567,4,"$44,00",,1,1,1,1,Hibernando
339,53,Posgrado,Geração X,SIM,1,SIM,"$57.091,00","$4.757,58",loja online,14,2022-07-20,"$496,00",VINHO,,161,14,"$496,00",,2,3,3,3,Precisam de Atenção
2516,56,Secundaria,Geração X,SIM,2,NÃO,"$46.831,00","$3.902,58",loja física,3,2021-06-25,"$78,00",OUTROS,,546,3,"$78,00",,1,1,2,"1,5",Hibernando
9010,53,Posgrado,Geração X,SIM,0,SIM,"$83.151,00","$6.929,25",loja física,15,2022-11-03,"$2.346,00",VINHO,,58,15,"$2.346,00",,3,4,4,4,Promissores
378,54,Grado o superior,Geração X,SIM,0,NÃO,"$52.531,00","$4.377,58",loja física,17,2022-09-09,"$794,00",VINHO,,112,17,"$794,00",,3,4,3,"3,5",Promissores
4808,69,Grado o superior,Baby Boomers,SIM,0,NÃO,"$15.759,00","$1.313,25",loja física,3,2021-10-11,"$17,00",PEIXES,,440,3,"$17,00",,1,1,1,1,Hibernando
5068,54,Grado o superior,Geração X,NÂO,1,NÃO,"$22.804,00","$1.900,33",loja online,4,2022-01-15,"$26,00",VINHO,,346,4,"$26,00",,1,1,1,1,Hibernando
7628,52,Secundaria,Geração X,SIM,1,NÃO,"$43.050,00","$3.587,50",loja física,6,2022-12-03,"$76,00",VINHO,,28,6,"$76,00",,4,2,2,2,Potenciais de Ouro
7128,48,Posgrado,Geração X,NÂO,2,NÃO,"$42.997,00","$3.583,08",loja física,3,2022-01-03,"$15,00",CARNES,,358,3,"$15,00",,1,1,1,1,Hibernando
2811,62,Posgrado,Baby Boomers,NÂO,2,NÃO,"$48.918,00","$4.076,50",loja física,5,2022-12-06,"$62,00",VINHO,,25,5,"$62,00",,4,1,1,1,Recém-Chegados
3551,71,Posgrado,Baby Boomers,SIM,1,NÃO,"$60.033,00","$5.002,75",loja física,7,2022-11-01,"$198,00",VINHO,,60,7,"$198,00",,3,2,2,2,Promissores
1663,47,Posgrado,Geração X,SIM,1,NÃO,"$34.043,00","$2.836,92",loja online,4,2022-02-11,"$49,00",VINHO,,320,4,"$49,00",,1,1,1,1,Hibernando
5543,59,Grado o superior,Geração X,SIM,1,NÃO,"$57.811,00","$4.817,58",loja física,18,2022-11-03,"$802,00",VINHO,,58,18,"$802,00",,3,4,3,"3,5",Promissores
1577,79,Grado o superior,Baby Boomers,SIM,0,SIM,"$78.569,00","$6.547,42",loja online,8,2022-12-12,"$1.736,00",CARNES,,19,8,"$1.736,00",,4,2,4,3,Potenciais de Ouro
10641,47,Grado o superior,Geração X,NÂO,2,NÃO,"$7.500,00","$625,00",loja física,5,2022-04-24,"$57,00",OUTROS,,247,5,"$57,00",,1,1,1,1,Hibernando
5336,54,Posgrado,Geração X,SIM,1,NÃO,"$157.733,00","$13.144,42",loja online,2,2021-06-04,"$59,00",VINHO,,567,2,"$59,00",,1,1,1,1,Hibernando
6024,72,Grado o superior,Baby Boomers,SIM,0,SIM,"$94.384,00","$7.865,33",loja online,10,2022-07-13,"$2.302,00",VINHO,,168,10,"$2.302,00",,2,2,4,3,Precisam de Atenção
1878,40,Secundaria,Millennials,SIM,0,NÃO,"$23.148,00","$1.929,00",loja física,5,2022-08-21,"$37,00",OUTROS,,130,5,"$37,00",,3,1,1,1,Hibernando
3099,55,Grado o superior,Geração X,NÂO,2,NÃO,"$44.267,00","$3.688,92",loja online,9,2022-01-25,"$310,00",VINHO,,336,9,"$310,00",,1,2,2,2,Precisam de Atenção
6055,46,Grado o superior,Geração X,SIM,0,NÃO,"$71.626,00","$5.968,83",loja física,13,2022-10-08,"$1.305,00",VINHO,,83,13,"$1.305,00",,3,3,4,"3,5",Promissores
5841,59,Grado o superior,Geração X,SIM,1,NÃO,"$60.894,00","$5.074,50",loja online,18,2022-08-11,"$832,00",VINHO,,140,18,"$832,00",,2,4,3,"3,5",Precisam de Atenção
3972,49,Grado o superior,Geração X,SIM,2,NÃO,"$50.200,00","$4.183,33",loja online,12,2022-07-16,"$401,00",VINHO,,165,12,"$401,00",,2,3,3,3,Precisam de Atenção
4394,60,Posgrado,Geração X,SIM,0,NÃO,"$81.051,00","$6.754,25",loja física,17,2022-12-01,"$1.501,00",VINHO,,30,17,"$1.501,00",,4,4,4,4,Leais de Ouro
5758,43,Grado o superior,Millennials,SIM,0,SIM,"$65.169,00","$5.430,75",loja física,23,2022-12-26,"$1.189,00",VINHO,,5,23,"$1.189,00",,4,4,4,4,Leais de Ouro
6658,53,Grado o superior,Geração X,SIM,1,NÃO,"$59.868,00","$4.989,00",loja física,23,2022-10-27,"$1.194,00",VINHO,,64,23,"$1.194,00",,3,4,4,4,Promissores
4603,65,Posgrado,Baby Boomers,SIM,1,NÃO,"$65.695,00","$5.474,58",loja física,15,2022-12-20,"$656,00",VINHO,,11,15,"$656,00",,4,4,3,"3,5",Leais de Ouro
8427,69,Posgrado,Baby Boomers,NÂO,0,NÃO,"$64.857,00","$5.404,75",loja física,17,2022-04-17,"$1.540,00",CARNES,,254,17,"$1.540,00",,1,4,4,4,Precisam de Atenção
10260,60,Posgrado,Geração X,SIM,1,NÃO,"$45.143,00","$3.761,92",loja online,11,2022-07-25,"$311,00",VINHO,,156,11,"$311,00",,2,3,2,"2,5",Precisam de Atenção
7143,70,Secundaria,Baby Boomers,SIM,1,NÃO,"$74.805,00","$6.233,75",loja física,14,2022-12-28,"$820,00",VINHO,,3,14,"$820,00",,4,3,3,3,Potenciais de Ouro
8789,36,Secundaria,Millennials,SIM,1,NÃO,"$59.060,00","$4.921,67",loja física,10,2022-12-14,"$274,00",CARNES,,17,10,"$274,00",,4,2,2,2,Potenciais de Ouro
6197,63,Posgrado,Baby Boomers,NÂO,2,NÃO,"$27.238,00","$2.269,83",loja online,6,2022-04-18,"$57,00",VINHO,,253,6,"$57,00",,1,2,1,"1,5",Hibernando
4554,60,Grado o superior,Geração X,SIM,1,NÃO,"$47.009,00","$3.917,42",loja física,11,2022-08-25,"$448,00",VINHO,,126,11,"$448,00",,3,3,3,3,Promissores
4937,52,Secundaria,Geração X,SIM,2,NÃO,"$46.094,00","$3.841,17",loja física,4,2022-08-24,"$44,00",CARNES,,127,4,"$44,00",,3,1,1,1,Hibernando
1920,53,Grado o superior,Geração X,SIM,2,NÃO,"$40.321,00","$3.360,08",loja online,6,2021-11-29,"$102,00",VINHO,,392,6,"$102,00",,1,2,2,2,Precisam de Atenção
8749,41,Grado o superior,Millennials,SIM,1,NÃO,"$37.235,00","$3.102,92",loja física,3,2022-09-14,"$61,00",VINHO,,107,3,"$61,00",,3,1,1,1,Hibernando
1650,65,Posgrado,Baby Boomers,SIM,0,NÃO,"$81.843,00","$6.820,25",loja física,17,2022-07-03,"$1.643,00",VINHO,,178,17,"$1.643,00",,2,4,4,4,Precisam de Atenção
10377,67,Posgrado,Baby Boomers,SIM,1,NÃO,"$46.692,00","$3.891,00",loja online,11,2022-09-09,"$397,00",VINHO,,112,11,"$397,00",,3,3,2,"2,5",Promissores
9206,57,Grado o superior,Geração X,SIM,1,NÃO,"$77.382,00","$6.448,50",loja física,17,2022-12-03,"$1.121,00",VINHO,,28,17,"$1.121,00",,4,4,4,4,Leais de Ouro
10971,48,Grado o superior,Geração X,NÂO,2,SIM,"$37.774,00","$3.147,83",loja online,10,2022-01-28,"$473,00",OUTROS,,333,10,"$473,00",,1,2,3,"2,5",Precisam de Atenção
6398,51,Secundaria,Geração X,SIM,1,NÃO,"$18.393,00","$1.532,75",loja online,6,2022-12-19,"$50,00",PEIXES,,12,6,"$50,00",,4,2,1,"1,5",Recém-Chegados
9212,63,Posgrado,Baby Boomers,SIM,1,NÃO,"$72.828,00","$6.069,00",loja física,19,2022-09-26,"$1.678,00",VINHO,,95,19,"$1.678,00",,3,4,4,4,Promissores
7937,43,Grado o superior,Millennials,SIM,0,NÃO,"$24.711,00","$2.059,25",loja online,6,2022-12-13,"$58,00",CARNES,,18,6,"$58,00",,4,2,1,"1,5",Recém-Chegados
839,50,Posgrado,Geração X,SIM,1,NÃO,"$45.503,00","$3.791,92",loja física,7,2022-10-17,"$170,00",VINHO,,74,7,"$170,00",,3,2,2,2,Promissores
4246,43,Posgrado,Millennials,NÂO,0,NÃO,"$6.560,00","$546,67",loja online,2,2021-12-12,"$373,00",OUTROS,,379,2,"$373,00",,1,1,2,"1,5",Hibernando
158,80,Posgrado,Pré-Boomers,SIM,0,SIM,"$71.604,00","$5.967,00",loja online,13,2022-12-20,"$1.196,00",CARNES,,11,13,"$1.196,00",,4,3,4,"3,5",Leais de Ouro
4832,46,Grado o superior,Geração X,SIM,1,NÃO,"$27.244,00","$2.270,33",loja online,4,2022-08-13,"$101,00",OUTROS,,138,4,"$101,00",,2,1,2,"1,5",Hibernando
5621,56,Grado o superior,Geração X,SIM,2,SIM,"$48.752,00","$4.062,67",loja online,11,2022-05-01,"$316,00",CARNES,,240,11,"$316,00",,1,3,2,"2,5",Precisam de Atenção
1945,63,Grado o superior,Baby Boomers,SIM,1,NÃO,"$71.434,00","$5.952,83",loja online,14,2022-06-05,"$1.400,00",VINHO,,206,14,"$1.400,00",,2,3,4,"3,5",Precisam de Atenção
5147,77,Grado o superior,Baby Boomers,NÂO,0,NÃO,"$90.842,00","$7.570,17",loja física,17,2022-06-01,"$1.424,00",VINHO,,210,17,"$1.424,00",,2,4,4,4,Precisam de Atenção
2535,47,Posgrado,Geração X,SIM,1,SIM,"$88.097,00","$7.341,42",loja física,14,2022-07-04,"$844,00",CARNES,,177,14,"$844,00",,2,3,3,3,Precisam de Atenção
11039,50,Grado o superior,Geração X,SIM,1,NÃO,"$51.948,00","$4.329,00",loja online,9,2022-10-31,"$311,00",VINHO,,60,9,"$311,00",,3,2,2,2,Promissores
9495,43,Grado o superior,Millennials,SIM,0,NÃO,"$71.853,00","$5.987,75",loja física,8,2022-06-03,"$1.149,00",CARNES,,208,8,"$1.149,00",,2,2,4,3,Precisam de Atenção
9635,42,Posgrado,Millennials,SIM,0,NÃO,"$35.876,00","$2.989,67",loja online,6,2022-07-23,"$129,00",VINHO,,158,6,"$129,00",,2,2,2,2,Precisam de Atenção
2173,73,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$40.049,00","$3.337,42",loja física,4,2022-02-06,"$32,00",VINHO,,325,4,"$32,00",,1,1,1,1,Hibernando
942,43,Grado o superior,Millennials,NÂO,1,SIM,"$39.660,00","$3.305,00",loja online,10,2022-07-03,"$299,00",VINHO,,178,10,"$299,00",,2,2,2,2,Precisam de Atenção
9386,63,Grado o superior,Baby Boomers,SIM,1,NÃO,"$50.127,00","$4.177,25",loja física,11,2022-12-12,"$320,00",VINHO,,19,11,"$320,00",,4,3,2,"2,5",Potenciais de Ouro
5510,48,Posgrado,Geração X,SIM,1,NÃO,"$43.263,00","$3.605,25",loja física,11,2022-10-17,"$441,00",VINHO,,74,11,"$441,00",,3,3,3,3,Promissores
873,76,Posgrado,Baby Boomers,SIM,2,SIM,"$62.845,00","$5.237,08",loja física,13,2022-03-28,"$1.178,00",VINHO,,273,13,"$1.178,00",,1,3,4,"3,5",Precisam de Atenção
2253,35,Grado o superior,Millennials,SIM,0,NÃO,"$18.929,00","$1.577,42",loja física,5,2022-07-07,"$85,00",VINHO,,174,5,"$85,00",,2,1,2,"1,5",Hibernando
5181,43,Secundaria,Millennials,NÂO,1,NÃO,"$24.367,00","$2.030,58",loja física,3,2021-08-02,"$24,00",DOCES,,509,3,"$24,00",,1,1,1,1,Hibernando
979,50,Grado o superior,Geração X,NÂO,1,NÃO,"$33.249,00","$2.770,75",loja física,5,2022-03-23,"$112,00",OUTROS,,278,5,"$112,00",,1,1,2,"1,5",Hibernando
10390,66,Secundaria,Baby Boomers,SIM,1,NÃO,"$26.887,00","$2.240,58",loja física,4,2022-08-05,"$30,00",FRUTAS,,146,4,"$30,00",,2,1,1,1,Hibernando
4698,42,Posgrado,Millennials,SIM,0,NÃO,"$50.150,00","$4.179,17",loja física,12,2022-09-26,"$410,00",VINHO,,95,12,"$410,00",,3,3,3,3,Promissores
7793,49,Grado o superior,Geração X,SIM,1,NÃO,"$62.061,00","$5.171,75",loja online,17,2022-11-10,"$800,00",VINHO,,51,17,"$800,00",,4,4,3,"3,5",Leais de Ouro
1745,63,Posgrado,Baby Boomers,NÂO,0,SIM,"$85.696,00","$7.141,33",loja física,13,2022-12-25,"$1.313,00",VINHO,,6,13,"$1.313,00",,4,3,4,"3,5",Leais de Ouro
10590,69,Posgrado,Baby Boomers,SIM,0,NÃO,"$76.542,00","$6.378,50",loja física,14,2022-10-27,"$1.483,00",VINHO,,64,14,"$1.483,00",,3,3,4,"3,5",Promissores
5080,32,Grado o superior,Millennials,NÂO,0,SIM,"$70.515,00","$5.876,25",loja online,10,2022-10-06,"$1.258,00",CARNES,,85,10,"$1.258,00",,3,2,4,3,Promissores
5232,60,Grado o superior,Geração X,SIM,1,NÃO,"$69.139,00","$5.761,58",loja física,9,2022-08-05,"$227,00",VINHO,,146,9,"$227,00",,2,2,2,2,Precisam de Atenção
2407,43,Grado o superior,Millennials,SIM,0,SIM,"$69.109,00","$5.759,08",loja física,13,2022-05-27,"$1.555,00",VINHO,,214,13,"$1.555,00",,2,3,4,"3,5",Precisam de Atenção
3834,63,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$69.627,00","$5.802,25",loja física,19,2022-01-31,"$861,00",VINHO,,330,19,"$861,00",,1,4,3,"3,5",Precisam de Atenção
7912,47,Grado o superior,Geração X,SIM,1,NÃO,"$38.136,00","$3.178,00",loja online,5,2021-11-19,"$103,00",OUTROS,,402,5,"$103,00",,1,1,2,"1,5",Hibernando
7712,79,Posgrado,Baby Boomers,NÂO,0,NÃO,"$62.159,00","$5.179,92",loja física,16,2022-12-27,"$634,00",CARNES,,4,16,"$634,00",,4,4,3,"3,5",Leais de Ouro
1065,62,Grado o superior,Baby Boomers,NÂO,0,NÃO,"$80.695,00","$6.724,58",loja online,10,2022-12-08,"$1.918,00",CARNES,,23,10,"$1.918,00",,4,2,4,3,Potenciais de Ouro
7275,54,Posgrado,Geração X,NÂO,2,NÃO,"$33.316,00","$2.776,33",loja física,6,2022-02-10,"$131,00",VINHO,,321,6,"$131,00",,1,2,2,2,Precisam de Atenção
1343,57,Grado o superior,Geração X,SIM,2,NÃO,"$58.554,00","$4.879,50",loja online,14,2022-09-10,"$586,00",VINHO,,111,14,"$586,00",,3,3,3,3,Promissores
1384,33,Secundaria,Millennials,SIM,1,NÃO,"$17.256,00","$1.438,00",loja online,4,2022-03-27,"$62,00",OUTROS,,274,4,"$62,00",,1,1,1,1,Hibernando
9967,51,Grado o superior,Geração X,NÂO,2,NÃO,"$53.034,00","$4.419,50",loja física,13,2022-06-23,"$447,00",CARNES,,188,13,"$447,00",,2,3,3,3,Precisam de Atenção
6181,75,Secundaria,Baby Boomers,SIM,0,NÃO,"$52.203,00","$4.350,25",loja física,19,2022-04-16,"$939,00",VINHO,,255,19,"$939,00",,1,4,3,"3,5",Precisam de Atenção
10507,48,Secundaria,Geração X,NÂO,1,NÃO,"$59.601,00","$4.966,75",loja física,9,2022-06-23,"$797,00",VINHO,,188,9,"$797,00",,2,2,3,"2,5",Precisam de Atenção
2674,67,Posgrado,Baby Boomers,NÂO,1,SIM,"$75.154,00","$6.262,83",loja online,12,2022-05-19,"$1.143,00",VINHO,,222,12,"$1.143,00",,2,3,4,"3,5",Precisam de Atenção
2698,49,Grado o superior,Geração X,NÂO,1,NÃO,"$47.025,00","$3.918,75",loja online,11,2022-11-22,"$415,00",VINHO,,39,11,"$415,00",,4,3,3,3,Potenciais de Ouro
3231,52,Grado o superior,Geração X,SIM,1,NÃO,"$37.971,00","$3.164,25",loja física,4,2022-10-14,"$30,00",CARNES,,77,4,"$30,00",,3,1,1,1,Hibernando
4096,57,Posgrado,Geração X,NÂO,1,NÃO,"$41.335,00","$3.444,58",loja online,8,2022-11-04,"$187,00",VINHO,,57,8,"$187,00",,3,2,2,2,Promissores
10476,67,Grado o superior,Baby Boomers,SIM,1,NÃO,"$67.267,00","$5.605,58",loja física,8,2022-10-26,"$251,00",VINHO,,65,8,"$251,00",,3,2,2,2,Promissores
5948,50,Grado o superior,Geração X,NÂO,1,NÃO,"$57.338,00","$4.778,17",loja física,9,2022-12-25,"$237,00",VINHO,,6,9,"$237,00",,4,2,2,2,Potenciais de Ouro
9140,65,Secundaria,Baby Boomers,SIM,2,NÃO,"$50.523,00","$4.210,25",loja física,6,2022-11-10,"$91,00",VINHO,,51,6,"$91,00",,4,2,2,2,Potenciais de Ouro
10258,60,Posgrado,Geração X,NÂO,3,NÃO,"$35.791,00","$2.982,58",loja física,4,2021-11-15,"$35,00",VINHO,,406,4,"$35,00",,1,1,1,1,Hibernando
5675,65,Posgrado,Baby Boomers,NÂO,1,NÃO,"$50.611,00","$4.217,58",loja física,11,2022-06-16,"$493,00",VINHO,,195,11,"$493,00",,2,3,3,3,Precisam de Atenção
4743,56,Posgrado,Geração X,SIM,1,NÃO,"$56.242,00","$4.686,83",loja física,19,2022-05-02,"$971,00",VINHO,,239,19,"$971,00",,2,4,3,"3,5",Precisam de Atenção
8805,65,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$48.904,00","$4.075,33",loja online,11,2022-05-17,"$371,00",VINHO,,224,11,"$371,00",,2,3,2,"2,5",Precisam de Atenção
1542,50,Grado o superior,Geração X,NÂO,3,NÃO,"$56.243,00","$4.686,92",loja física,12,2022-11-18,"$396,00",VINHO,,43,12,"$396,00",,4,3,2,"2,5",Potenciais de Ouro
6770,40,Grado o superior,Millennials,SIM,1,SIM,"$21.355,00","$1.779,58",loja online,4,2022-02-22,"$68,00",OUTROS,,309,4,"$68,00",,1,1,1,1,Hibernando
8773,54,Posgrado,Geração X,SIM,1,NÃO,"$57.420,00","$4.785,00",loja física,11,2022-08-22,"$322,00",VINHO,,129,11,"$322,00",,3,3,2,"2,5",Promissores
